customer_id,first_name,city,segment,signup_date
1290,Customer_1290,Stuttgart,Corporate,2025-02-14
1291,Customer_1291,Leipzig,Consumer,2023-01-02
1292,Customer_1292,Düsseldorf,Consumer,2023-08-21
1293,Customer_1293,Munich,Small Business,2024-01-04
1294,Customer_1294,Düsseldorf,Consumer,2025-08-03
1295,Customer_1295,Bremen,Corporate,2023-06-29
1296,Customer_1296,Düsseldorf,Consumer,2023-10-20
1297,Customer_1297,Bremen,Consumer,2024-08-06
1298,Customer_1298,Bremen,Consumer,2025-03-05
1299,Customer_1299,Dresden,Consumer,2023-06-24
1300,Customer_1300,Berlin,Consumer,2023-05-03
1301,Customer_1301,Dresden,Small Business,2023-08-15
1302,Customer_1302,Bremen,Consumer,2024-03-19
1303,Customer_1303,Frankfurt,Consumer,2024-03-03
1304,Customer_1304,Stuttgart,Consumer,2025-02-03
1305,Customer_1305,Bremen,Consumer,2024-09-23
1306,Customer_1306,Dresden,Consumer,2023-03-06
1307,Customer_1307,Frankfurt,Consumer,2024-03-03
1308,Customer_1308,Dresden,Corporate,2024-09-09
1309,Customer_1309,Düsseldorf,Small Business,2025-07-13
1310,Customer_1310,Hamburg,Consumer,2025-03-22
1311,Customer_1311,Leipzig,Consumer,2023-04-17
1312,Customer_1312,Munich,Small Business,2024-10-20
1313,Customer_1313,Dresden,Corporate,2023-09-22
1314,Customer_1314,Munich,Consumer,2023-06-04
1315,Customer_1315,Cologne,Small Business,2025-11-02
1316,Customer_1316,Dresden,Consumer,2025-06-14
1317,Customer_1317,Hamburg,Small Business,2025-09-19
1318,Customer_1318,Munich,Consumer,2023-09-02
1319,Customer_1319,Bremen,Consumer,2024-01-21
1320,Customer_1320,Dresden,Small Business,2025-01-28
1321,Customer_1321,Berlin,Consumer,2024-02-18
1322,Customer_1322,Leipzig,Consumer,2024-12-15
1323,Customer_1323,Hamburg,Consumer,2025-01-28
1324,Customer_1324,Munich,Small Business,2025-01-16
1325,Customer_1325,Hamburg,Corporate,2024-08-15
1326,Customer_1326,Frankfurt,Corporate,2025-04-18
1327,Customer_1327,Leipzig,Consumer,2023-01-16
1328,Customer_1328,Bremen,Corporate,2025-09-19
1329,Customer_1329,Dresden,Consumer,2025-12-04
1330,Customer_1330,Dresden,Consumer,2024-10-12
1331,Customer_1331,Dresden,Corporate,2023-05-28
1332,Customer_1332,Leipzig,Consumer,2023-12-21
1333,Customer_1333,Berlin,Consumer,2024-12-03
1334,Customer_1334,Cologne,Consumer,2024-09-04
1335,Customer_1335,Stuttgart,Consumer,2023-04-15
1336,Customer_1336,Düsseldorf,Small Business,2024-01-31
1337,Customer_1337,Munich,Consumer,2024-08-28
1338,Customer_1338,Berlin,Corporate,2025-04-30
1339,Customer_1339,Bremen,Consumer,2024-03-17
1340,Customer_1340,Munich,Consumer,2025-05-22
1341,Customer_1341,Dresden,Consumer,2024-10-28
1342,Customer_1342,Hamburg,Corporate,2025-11-17
1343,Customer_1343,Bremen,Consumer,2025-03-04
1344,Customer_1344,Munich,Small Business,2024-04-19
1345,Customer_1345,Dresden,Corporate,2024-09-19
1346,Customer_1346,Munich,Consumer,2024-05-16
1347,Customer_1347,Hamburg,Consumer,2023-12-14
1348,Customer_1348,Dresden,Small Business,2025-10-14
1349,Customer_1349,Cologne,Corporate,2024-07-23
1350,Customer_1350,Berlin,Consumer,2024-11-25
1351,Customer_1351,Frankfurt,Consumer,2023-01-26
1352,Customer_1352,Düsseldorf,Corporate,2023-08-05
1353,Customer_1353,Leipzig,Corporate,2025-04-16
1354,Customer_1354,Düsseldorf,Consumer,2025-02-12
1355,Customer_1355,Bremen,Small Business,2025-11-12
1356,Customer_1356,Düsseldorf,Small Business,2024-10-31
1357,Customer_1357,Dresden,Consumer,2024-12-18
1358,Customer_1358,Cologne,Small Business,2023-11-06
1359,Customer_1359,Frankfurt,Consumer,2024-08-21
1360,Customer_1360,Berlin,Consumer,2023-09-24
1361,Customer_1361,Berlin,Consumer,2024-10-07
1362,Customer_1362,Hamburg,Consumer,2025-10-19
1363,Customer_1363,Leipzig,Corporate,2024-03-25
1364,Customer_1364,Munich,Consumer,2024-07-18
1365,Customer_1365,Cologne,Consumer,2025-11-25
1366,Customer_1366,Munich,Consumer,2023-01-28
1367,Customer_1367,Frankfurt,Consumer,2023-08-08
1368,Customer_1368,Düsseldorf,Consumer,2024-02-10
1369,Customer_1369,Berlin,Corporate,2023-09-28
1370,Customer_1370,Frankfurt,Consumer,2025-03-02
1371,Customer_1371,Düsseldorf,Small Business,2025-08-20
1372,Customer_1372,Berlin,Corporate,2025-04-13
1373,Customer_1373,Düsseldorf,Consumer,2023-11-13
1374,Customer_1374,Leipzig,Small Business,2023-12-04
1375,Customer_1375,Cologne,Consumer,2023-12-17
1376,Customer_1376,Bremen,Consumer,2024-05-25
1377,Customer_1377,Frankfurt,Consumer,2024-06-08
1378,Customer_1378,Frankfurt,Consumer,2024-05-06
1379,Customer_1379,Stuttgart,Consumer,2023-01-09
1380,Customer_1380,Dresden,Corporate,2024-07-14
1381,Customer_1381,Leipzig,Consumer,2024-03-15
1382,Customer_1382,Leipzig,Corporate,2025-03-02
1383,Customer_1383,Munich,Consumer,2023-02-02
1384,Customer_1384,Düsseldorf,Corporate,2025-11-12
1385,Customer_1385,Dresden,Consumer,2025-04-24
1386,Customer_1386,Cologne,Consumer,2024-07-19
1387,Customer_1387,Cologne,Consumer,2023-02-18
1388,Customer_1388,Leipzig,Consumer,2024-04-06
1389,Customer_1389,Cologne,Consumer,2024-08-12
1390,Customer_1390,Stuttgart,Corporate,2023-12-02
1391,Customer_1391,Frankfurt,Consumer,2023-12-25
1392,Customer_1392,Hamburg,Corporate,2023-12-12
1393,Customer_1393,Bremen,Corporate,2023-07-12
1394,Customer_1394,Munich,Small Business,2025-01-25
1395,Customer_1395,Düsseldorf,Consumer,2024-04-22
1396,Customer_1396,Bremen,Consumer,2025-04-07
1397,Customer_1397,Düsseldorf,Small Business,2025-06-08
1398,Customer_1398,Berlin,Corporate,2024-10-14
1399,Customer_1399,Bremen,Consumer,2024-02-12
1400,Customer_1400,Hamburg,Consumer,2023-10-13
1401,Customer_1401,Leipzig,Consumer,2025-04-30
1402,Customer_1402,Stuttgart,Consumer,2023-04-21
1403,Customer_1403,Frankfurt,Corporate,2024-09-11
1404,Customer_1404,Frankfurt,Consumer,2025-03-03
1405,Customer_1405,Stuttgart,Consumer,2023-02-19
1406,Customer_1406,Dresden,Consumer,2025-11-03
1407,Customer_1407,Berlin,Consumer,2024-08-10
1408,Customer_1408,Düsseldorf,Corporate,2024-08-18
1409,Customer_1409,Hamburg,Corporate,2024-10-31
1410,Customer_1410,Cologne,Consumer,2023-11-10
1411,Customer_1411,Bremen,Small Business,2024-08-28
1412,Customer_1412,Berlin,Consumer,2023-10-24
1413,Customer_1413,Bremen,Consumer,2024-07-22
1414,Customer_1414,Hamburg,Consumer,2025-04-11
1415,Customer_1415,Munich,Consumer,2024-09-01
1416,Customer_1416,Munich,Consumer,2023-01-16
1417,Customer_1417,Berlin,Consumer,2023-03-13
1418,Customer_1418,Leipzig,Corporate,2023-09-27
1419,Customer_1419,Hamburg,Consumer,2023-10-14
1420,Customer_1420,Hamburg,Corporate,2023-03-07
1421,Customer_1421,Stuttgart,Consumer,2025-05-29
1422,Customer_1422,Leipzig,Small Business,2023-03-09
1423,Customer_1423,Düsseldorf,Corporate,2025-12-14
1424,Customer_1424,Düsseldorf,Consumer,2025-09-06
1425,Customer_1425,Cologne,Corporate,2025-08-31
1426,Customer_1426,Frankfurt,Consumer,2024-05-22
1427,Customer_1427,Munich,Corporate,2025-04-16
1428,Customer_1428,Düsseldorf,Consumer,2025-06-04
1429,Customer_1429,Leipzig,Consumer,2025-03-04
1430,Customer_1430,Hamburg,Corporate,2024-02-26
1431,Customer_1431,Düsseldorf,Consumer,2025-02-13
1432,Customer_1432,Hamburg,Consumer,2024-04-22
1433,Customer_1433,Düsseldorf,Corporate,2025-07-14
1434,Customer_1434,Munich,Consumer,2023-04-30
1435,Customer_1435,Bremen,Consumer,2024-05-02
1436,Customer_1436,Düsseldorf,Consumer,2023-03-19
1437,Customer_1437,Leipzig,Consumer,2025-11-27
1438,Customer_1438,Düsseldorf,Small Business,2024-03-16
1439,Customer_1439,Frankfurt,Consumer,2024-04-06
1440,Customer_1440,Munich,Consumer,2024-09-03
1441,Customer_1441,Leipzig,Corporate,2025-07-05
1442,Customer_1442,Stuttgart,Corporate,2024-08-31
1443,Customer_1443,Leipzig,Consumer,2023-01-06
1444,Customer_1444,Frankfurt,Consumer,2024-11-11
1445,Customer_1445,Bremen,Small Business,2025-06-13
1446,Customer_1446,Munich,Corporate,2023-09-28
1447,Customer_1447,Stuttgart,Consumer,2025-03-21
1448,Customer_1448,Frankfurt,Consumer,2024-07-12
1449,Customer_1449,Frankfurt,Consumer,2023-04-09
1450,Customer_1450,Berlin,Consumer,2024-06-09
1451,Customer_1451,Munich,Consumer,2023-07-13
1452,Customer_1452,Leipzig,Small Business,2024-01-31
1453,Customer_1453,Hamburg,Consumer,2025-02-08
1454,Customer_1454,Bremen,Corporate,2025-10-20
1455,Customer_1455,Hamburg,Consumer,2025-05-29
1456,Customer_1456,Leipzig,Corporate,2025-01-14
1457,Customer_1457,Leipzig,Corporate,2024-11-13
1458,Customer_1458,Munich,Consumer,2023-01-15
1459,Customer_1459,Leipzig,Consumer,2024-01-03
1460,Customer_1460,Berlin,Consumer,2024-09-29
1461,Customer_1461,Stuttgart,Small Business,2025-05-02
1462,Customer_1462,Leipzig,Small Business,2024-11-30
1463,Customer_1463,Hamburg,Consumer,2023-01-05
1464,Customer_1464,Leipzig,Consumer,2023-08-19
1465,Customer_1465,Berlin,Consumer,2025-10-08
1466,Customer_1466,Düsseldorf,Corporate,2024-08-08
1467,Customer_1467,Düsseldorf,Consumer,2023-06-18
1468,Customer_1468,Frankfurt,Consumer,2025-01-30
1469,Customer_1469,Bremen,Consumer,2025-03-02
1470,Customer_1470,Cologne,Consumer,2025-09-26
1471,Customer_1471,Stuttgart,Corporate,2023-06-01
1472,Customer_1472,Dresden,Consumer,2025-10-12
1473,Customer_1473,Frankfurt,Consumer,2023-08-12
1474,Customer_1474,Bremen,Consumer,2024-05-18
1475,Customer_1475,Düsseldorf,Consumer,2023-02-13
1476,Customer_1476,Hamburg,Consumer,2024-11-27
1477,Customer_1477,Dresden,Small Business,2024-05-18
1478,Customer_1478,Bremen,Corporate,2025-07-18
1479,Customer_1479,Bremen,Consumer,2025-04-22
1480,Customer_1480,Frankfurt,Consumer,2023-12-17
1481,Customer_1481,Dresden,Small Business,2023-01-23
1482,Customer_1482,Munich,Consumer,2024-08-20
1483,Customer_1483,Cologne,Consumer,2025-12-02
1484,Customer_1484,Munich,Small Business,2024-04-10
1485,Customer_1485,Dresden,Corporate,2023-02-09
1486,Customer_1486,Munich,Small Business,2023-10-30
1487,Customer_1487,Berlin,Small Business,2023-06-24
1488,Customer_1488,Düsseldorf,Small Business,2025-09-25
1489,Customer_1489,Berlin,Consumer,2024-09-12
1490,Customer_1490,Leipzig,Consumer,2023-09-01
1491,Customer_1491,Munich,Consumer,2025-04-15
1492,Customer_1492,Leipzig,Consumer,2023-10-07
1493,Customer_1493,Hamburg,Consumer,2025-11-25
1494,Customer_1494,Stuttgart,Consumer,2024-07-10
1495,Customer_1495,Hamburg,Consumer,2025-06-16
1496,Customer_1496,Dresden,Consumer,2025-11-12
1497,Customer_1497,Bremen,Consumer,2024-12-19
1498,Customer_1498,Düsseldorf,Consumer,2025-07-20
1499,Customer_1499,Munich,Consumer,2023-04-01
1500,Customer_1500,Frankfurt,Corporate,2024-01-25
1501,Customer_1501,Stuttgart,Consumer,2024-07-03
1502,Customer_1502,Cologne,Consumer,2025-07-19
1503,Customer_1503,Cologne,Corporate,2025-11-27
1504,Customer_1504,Cologne,Consumer,2025-01-02
1505,Customer_1505,Munich,Consumer,2024-05-14
1506,Customer_1506,Cologne,Consumer,2025-12-02
1507,Customer_1507,Berlin,Consumer,2025-05-20
1508,Customer_1508,Stuttgart,Small Business,2024-05-31
1509,Customer_1509,Berlin,Consumer,2023-03-09
1510,Customer_1510,Bremen,Corporate,2023-05-03
1511,Customer_1511,Stuttgart,Consumer,2023-12-02
1512,Customer_1512,Berlin,Consumer,2025-08-31
1513,Customer_1513,Stuttgart,Consumer,2025-02-17
1514,Customer_1514,Bremen,Consumer,2024-02-27
1515,Customer_1515,Leipzig,Consumer,2025-07-27
1516,Customer_1516,Munich,Consumer,2025-03-14
1517,Customer_1517,Munich,Consumer,2024-09-25
1518,Customer_1518,Cologne,Consumer,2025-12-18
1519,Customer_1519,Hamburg,Consumer,2023-04-06
1520,Customer_1520,Cologne,Small Business,2023-12-20
1521,Customer_1521,Dresden,Consumer,2025-08-24
1522,Customer_1522,Berlin,Consumer,2025-07-11
1523,Customer_1523,Stuttgart,Consumer,2024-04-17
1524,Customer_1524,Hamburg,Consumer,2024-03-05
1525,Customer_1525,Bremen,Corporate,2025-09-01
1526,Customer_1526,Dresden,Consumer,2024-06-20
1527,Customer_1527,Bremen,Corporate,2023-03-28
1528,Customer_1528,Munich,Consumer,2023-04-19
1529,Customer_1529,Munich,Corporate,2025-09-20
1530,Customer_1530,Cologne,Consumer,2025-04-01
1531,Customer_1531,Berlin,Small Business,2025-07-25
1532,Customer_1532,Hamburg,Consumer,2025-10-01
1533,Customer_1533,Düsseldorf,Consumer,2024-10-10
1534,Customer_1534,Dresden,Consumer,2023-07-10
1535,Customer_1535,Dresden,Consumer,2025-07-21
1536,Customer_1536,Cologne,Small Business,2023-05-22
1537,Customer_1537,Munich,Consumer,2025-04-19
1538,Customer_1538,Cologne,Consumer,2023-06-17
1539,Customer_1539,Stuttgart,Consumer,2024-07-19
1540,Customer_1540,Hamburg,Consumer,2025-01-13
1541,Customer_1541,Berlin,Consumer,2024-11-03
1542,Customer_1542,Leipzig,Corporate,2025-05-13
1543,Customer_1543,Frankfurt,Consumer,2025-04-18
1544,Customer_1544,Frankfurt,Small Business,2024-06-14
1545,Customer_1545,Cologne,Consumer,2025-08-31
1546,Customer_1546,Stuttgart,Consumer,2024-07-15
1547,Customer_1547,Hamburg,Corporate,2023-06-24
1548,Customer_1548,Düsseldorf,Consumer,2023-10-29
1549,Customer_1549,Frankfurt,Consumer,2023-07-04
1550,Customer_1550,Hamburg,Consumer,2024-05-24
1551,Customer_1551,Berlin,Consumer,2025-03-29
1552,Customer_1552,Bremen,Consumer,2023-06-05
1553,Customer_1553,Stuttgart,Small Business,2025-02-25
1554,Customer_1554,Munich,Consumer,2025-03-05
1555,Customer_1555,Hamburg,Consumer,2024-03-07
1556,Customer_1556,Berlin,Corporate,2025-01-30
1557,Customer_1557,Düsseldorf,Small Business,2023-05-27
1558,Customer_1558,Leipzig,Consumer,2024-04-25
1559,Customer_1559,Munich,Consumer,2024-03-10
1560,Customer_1560,Leipzig,Consumer,2023-03-10
1561,Customer_1561,Düsseldorf,Small Business,2025-05-24
1562,Customer_1562,Berlin,Small Business,2023-07-05
1563,Customer_1563,Frankfurt,Consumer,2025-06-22
1564,Customer_1564,Leipzig,Consumer,2024-11-12
1565,Customer_1565,Munich,Consumer,2023-07-23
1566,Customer_1566,Cologne,Corporate,2024-07-07
1567,Customer_1567,Dresden,Consumer,2023-01-13
1568,Customer_1568,Hamburg,Corporate,2024-10-27
1569,Customer_1569,Frankfurt,Small Business,2023-02-20
1570,Customer_1570,Leipzig,Consumer,2024-05-14
1571,Customer_1571,Bremen,Consumer,2024-01-04
1572,Customer_1572,Hamburg,Consumer,2024-12-24
1573,Customer_1573,Cologne,Consumer,2023-12-23
1574,Customer_1574,Düsseldorf,Consumer,2025-10-23
1575,Customer_1575,Dresden,Consumer,2025-04-26
1576,Customer_1576,Berlin,Corporate,2023-09-13
1577,Customer_1577,Cologne,Small Business,2023-10-06
1578,Customer_1578,Cologne,Consumer,2025-12-18
1579,Customer_1579,Düsseldorf,Consumer,2024-03-21
1580,Customer_1580,Stuttgart,Consumer,2023-04-23
1581,Customer_1581,Düsseldorf,Corporate,2025-04-15
1582,Customer_1582,Stuttgart,Corporate,2025-01-24
1583,Customer_1583,Stuttgart,Consumer,2024-01-02
1584,Customer_1584,Frankfurt,Consumer,2025-12-19
1585,Customer_1585,Frankfurt,Consumer,2023-11-25
1586,Customer_1586,Munich,Consumer,2024-12-28
1587,Customer_1587,Leipzig,Consumer,2025-10-02
1588,Customer_1588,Leipzig,Corporate,2024-12-20
1589,Customer_1589,Berlin,Small Business,2025-12-22
1590,Customer_1590,Leipzig,Consumer,2023-07-03
1591,Customer_1591,Frankfurt,Corporate,2025-10-19
1592,Customer_1592,Munich,Small Business,2023-11-07
1593,Customer_1593,Munich,Consumer,2023-06-26
1594,Customer_1594,Stuttgart,Consumer,2025-04-26
1595,Customer_1595,Düsseldorf,Small Business,2023-01-09
1596,Customer_1596,Berlin,Consumer,2023-08-24
1597,Customer_1597,Stuttgart,Small Business,2024-12-10
1598,Customer_1598,Düsseldorf,Small Business,2025-07-12
1599,Customer_1599,Leipzig,Corporate,2024-11-15
1600,Customer_1600,Stuttgart,Corporate,2025-03-04
1601,Customer_1601,Hamburg,Corporate,2025-11-17
1602,Customer_1602,Leipzig,Corporate,2025-03-18
1603,Customer_1603,Düsseldorf,Consumer,2023-01-27
1604,Customer_1604,Berlin,Consumer,2024-07-03
1605,Customer_1605,Düsseldorf,Consumer,2023-03-26
1606,Customer_1606,Stuttgart,Corporate,2025-11-19
1607,Customer_1607,Stuttgart,Consumer,2024-04-10
1608,Customer_1608,Cologne,Consumer,2023-01-12
1609,Customer_1609,Berlin,Consumer,2025-10-09
1610,Customer_1610,Bremen,Corporate,2025-11-19
1611,Customer_1611,Leipzig,Small Business,2025-11-27
1612,Customer_1612,Munich,Small Business,2024-07-25
1613,Customer_1613,Berlin,Consumer,2025-07-02
1614,Customer_1614,Munich,Small Business,2023-06-29
1615,Customer_1615,Berlin,Corporate,2025-03-07
1616,Customer_1616,Berlin,Consumer,2025-11-10
1617,Customer_1617,Düsseldorf,Consumer,2024-03-16
1618,Customer_1618,Berlin,Consumer,2025-06-05
1619,Customer_1619,Cologne,Small Business,2024-02-25
1620,Customer_1620,Bremen,Consumer,2024-04-12
1621,Customer_1621,Stuttgart,Consumer,2024-12-13
1622,Customer_1622,Dresden,Corporate,2024-01-20
1623,Customer_1623,Munich,Consumer,2023-11-10
1624,Customer_1624,Stuttgart,Consumer,2025-02-09
1625,Customer_1625,Dresden,Consumer,2025-08-16
1626,Customer_1626,Bremen,Consumer,2025-07-05
1627,Customer_1627,Bremen,Corporate,2023-01-23
1628,Customer_1628,Munich,Consumer,2023-12-05
1629,Customer_1629,Munich,Consumer,2025-04-02
1630,Customer_1630,Bremen,Consumer,2024-01-01
1631,Customer_1631,Dresden,Consumer,2025-07-03
1632,Customer_1632,Berlin,Consumer,2024-04-19
1633,Customer_1633,Leipzig,Corporate,2023-01-27
1634,Customer_1634,Hamburg,Corporate,2025-07-30
1635,Customer_1635,Stuttgart,Corporate,2025-03-12
1636,Customer_1636,Düsseldorf,Small Business,2025-03-11
1637,Customer_1637,Stuttgart,Consumer,2025-05-09
1638,Customer_1638,Düsseldorf,Consumer,2025-05-13
1639,Customer_1639,Dresden,Small Business,2024-11-20
1640,Customer_1640,Düsseldorf,Consumer,2025-01-08
1641,Customer_1641,Munich,Consumer,2024-02-19
1642,Customer_1642,Leipzig,Consumer,2025-09-08
1643,Customer_1643,Leipzig,Consumer,2024-03-04
1644,Customer_1644,Munich,Consumer,2023-02-10
1645,Customer_1645,Cologne,Small Business,2025-06-23
1646,Customer_1646,Dresden,Consumer,2025-10-08
1647,Customer_1647,Cologne,Consumer,2024-12-03
1648,Customer_1648,Cologne,Small Business,2023-03-20
1649,Customer_1649,Stuttgart,Small Business,2024-12-17
1650,Customer_1650,Bremen,Consumer,2024-06-27
1651,Customer_1651,Stuttgart,Consumer,2024-04-18
1652,Customer_1652,Bremen,Corporate,2023-10-21
1653,Customer_1653,Hamburg,Corporate,2024-09-01
1654,Customer_1654,Düsseldorf,Corporate,2023-05-16
1655,Customer_1655,Bremen,Small Business,2024-04-28
1656,Customer_1656,Munich,Corporate,2025-03-24
1657,Customer_1657,Stuttgart,Consumer,2024-07-08
1658,Customer_1658,Dresden,Corporate,2023-02-15
1659,Customer_1659,Düsseldorf,Consumer,2025-12-07
1660,Customer_1660,Hamburg,Corporate,2023-07-17
1661,Customer_1661,Bremen,Consumer,2023-03-25
1662,Customer_1662,Hamburg,Consumer,2024-06-26
1663,Customer_1663,Dresden,Consumer,2023-03-12
1664,Customer_1664,Cologne,Consumer,2024-06-03
1665,Customer_1665,Leipzig,Consumer,2025-06-16
1666,Customer_1666,Dresden,Consumer,2025-07-01
1667,Customer_1667,Frankfurt,Consumer,2025-12-11
1668,Customer_1668,Dresden,Corporate,2025-12-04
1669,Customer_1669,Hamburg,Consumer,2023-10-20
1670,Customer_1670,Munich,Corporate,2025-07-26
1671,Customer_1671,Stuttgart,Corporate,2025-03-22
1672,Customer_1672,Munich,Corporate,2025-05-16
1673,Customer_1673,Hamburg,Consumer,2024-01-15
1674,Customer_1674,Stuttgart,Small Business,2025-10-03
1675,Customer_1675,Frankfurt,Consumer,2023-09-19
1676,Customer_1676,Leipzig,Consumer,2024-08-02
1677,Customer_1677,Düsseldorf,Consumer,2023-12-23
1678,Customer_1678,Hamburg,Consumer,2024-11-28
1679,Customer_1679,Bremen,Small Business,2025-11-02
1680,Customer_1680,Hamburg,Consumer,2024-03-18
1681,Customer_1681,Hamburg,Corporate,2024-12-26
1682,Customer_1682,Stuttgart,Corporate,2023-10-13
1683,Customer_1683,Berlin,Consumer,2024-07-23
1684,Customer_1684,Dresden,Consumer,2025-04-19
1685,Customer_1685,Berlin,Consumer,2024-05-12
1686,Customer_1686,Frankfurt,Consumer,2024-12-05
1687,Customer_1687,Bremen,Consumer,2024-07-15
1688,Customer_1688,Leipzig,Small Business,2023-02-01
1689,Customer_1689,Cologne,Small Business,2023-02-12
1690,Customer_1690,Frankfurt,Consumer,2024-07-12
1691,Customer_1691,Cologne,Consumer,2023-09-27
1692,Customer_1692,Cologne,Corporate,2025-07-31
1693,Customer_1693,Leipzig,Consumer,2025-11-08
1694,Customer_1694,Munich,Small Business,2023-02-06
1695,Customer_1695,Berlin,Consumer,2023-04-02
1696,Customer_1696,Hamburg,Consumer,2023-07-04
1697,Customer_1697,Düsseldorf,Corporate,2024-12-28
1698,Customer_1698,Cologne,Consumer,2025-11-17
1699,Customer_1699,Bremen,Small Business,2024-01-07
1700,Customer_1700,Frankfurt,Small Business,2025-04-11
1701,Customer_1701,Munich,Consumer,2023-12-11
1702,Customer_1702,Cologne,Consumer,2023-03-19
1703,Customer_1703,Munich,Small Business,2023-06-16
1704,Customer_1704,Munich,Small Business,2023-09-21
1705,Customer_1705,Cologne,Consumer,2024-12-24
1706,Customer_1706,Stuttgart,Corporate,2024-05-26
1707,Customer_1707,Dresden,Consumer,2024-07-29
1708,Customer_1708,Bremen,Consumer,2024-12-22
1709,Customer_1709,Hamburg,Small Business,2024-03-06
1710,Customer_1710,Hamburg,Consumer,2025-02-06
1711,Customer_1711,Bremen,Small Business,2024-04-07
1712,Customer_1712,Stuttgart,Consumer,2023-04-11
1713,Customer_1713,Hamburg,Consumer,2025-11-05
1714,Customer_1714,Munich,Consumer,2023-09-01
1715,Customer_1715,Leipzig,Consumer,2023-04-15
1716,Customer_1716,Frankfurt,Corporate,2024-11-24
1717,Customer_1717,Berlin,Consumer,2025-12-06
1718,Customer_1718,Hamburg,Consumer,2025-12-02
1719,Customer_1719,Bremen,Consumer,2025-03-28
1720,Customer_1720,Leipzig,Consumer,2023-08-09
1721,Customer_1721,Cologne,Corporate,2023-05-24
1722,Customer_1722,Dresden,Consumer,2025-06-08
1723,Customer_1723,Bremen,Consumer,2025-11-17
1724,Customer_1724,Munich,Consumer,2025-02-28
1725,Customer_1725,Dresden,Consumer,2024-07-06
1726,Customer_1726,Frankfurt,Consumer,2025-04-23
1727,Customer_1727,Frankfurt,Consumer,2024-10-20
1728,Customer_1728,Stuttgart,Consumer,2025-04-16
1729,Customer_1729,Düsseldorf,Corporate,2025-10-15
1730,Customer_1730,Stuttgart,Corporate,2025-01-20
1731,Customer_1731,Leipzig,Consumer,2023-09-06
1732,Customer_1732,Dresden,Consumer,2025-02-13
1733,Customer_1733,Düsseldorf,Consumer,2025-02-02
1734,Customer_1734,Cologne,Consumer,2024-11-22
1735,Customer_1735,Munich,Consumer,2025-03-30
1736,Customer_1736,Dresden,Consumer,2024-12-19
1737,Customer_1737,Stuttgart,Consumer,2023-08-22
1738,Customer_1738,Berlin,Consumer,2023-01-24
1739,Customer_1739,Düsseldorf,Consumer,2025-11-15
1740,Customer_1740,Düsseldorf,Consumer,2025-10-02
1741,Customer_1741,Munich,Consumer,2024-06-05
1742,Customer_1742,Hamburg,Consumer,2023-01-17
1743,Customer_1743,Frankfurt,Consumer,2023-09-02
1744,Customer_1744,Frankfurt,Consumer,2024-12-18
1745,Customer_1745,Berlin,Consumer,2025-02-08
1746,Customer_1746,Leipzig,Consumer,2024-12-17
1747,Customer_1747,Leipzig,Consumer,2023-04-28
1748,Customer_1748,Cologne,Consumer,2023-01-09
1749,Customer_1749,Dresden,Consumer,2024-08-20
1750,Customer_1750,Bremen,Consumer,2023-01-23
1751,Customer_1751,Hamburg,Corporate,2023-08-28
1752,Customer_1752,Stuttgart,Consumer,2023-01-27
1753,Customer_1753,Bremen,Consumer,2025-09-10
1754,Customer_1754,Bremen,Small Business,2023-07-18
1755,Customer_1755,Düsseldorf,Consumer,2025-02-13
1756,Customer_1756,Berlin,Consumer,2023-04-02
1757,Customer_1757,Frankfurt,Small Business,2025-04-30
1758,Customer_1758,Cologne,Corporate,2023-10-27
1759,Customer_1759,Leipzig,Consumer,2023-10-23
1760,Customer_1760,Berlin,Consumer,2024-10-08
1761,Customer_1761,Düsseldorf,Consumer,2025-09-27
1762,Customer_1762,Stuttgart,Consumer,2025-12-18
1763,Customer_1763,Cologne,Consumer,2025-06-27
1764,Customer_1764,Düsseldorf,Consumer,2025-05-20
1765,Customer_1765,Frankfurt,Consumer,2025-01-22
1766,Customer_1766,Frankfurt,Small Business,2023-12-08
1767,Customer_1767,Frankfurt,Small Business,2023-03-03
1768,Customer_1768,Berlin,Consumer,2025-02-14
1769,Customer_1769,Berlin,Consumer,2024-09-16
1770,Customer_1770,Leipzig,Consumer,2023-09-13
1771,Customer_1771,Leipzig,Small Business,2025-04-07
1772,Customer_1772,Stuttgart,Consumer,2025-10-10
1773,Customer_1773,Cologne,Consumer,2024-09-06
1774,Customer_1774,Munich,Consumer,2023-09-02
1775,Customer_1775,Munich,Consumer,2025-01-26
1776,Customer_1776,Düsseldorf,Consumer,2025-04-03
1777,Customer_1777,Frankfurt,Corporate,2025-02-18
1778,Customer_1778,Cologne,Corporate,2025-01-01
1779,Customer_1779,Bremen,Consumer,2025-05-27
1780,Customer_1780,Berlin,Consumer,2024-05-30
1781,Customer_1781,Dresden,Consumer,2024-04-18
1782,Customer_1782,Hamburg,Small Business,2023-02-05
1783,Customer_1783,Stuttgart,Small Business,2025-11-06
1784,Customer_1784,Frankfurt,Small Business,2025-04-09
1785,Customer_1785,Frankfurt,Small Business,2025-12-07
1786,Customer_1786,Frankfurt,Consumer,2025-12-21
1787,Customer_1787,Berlin,Consumer,2025-12-28
1788,Customer_1788,Berlin,Consumer,2024-01-01
1789,Customer_1789,Hamburg,Small Business,2025-08-02
1790,Customer_1790,Bremen,Consumer,2025-09-02
1791,Customer_1791,Cologne,Consumer,2024-03-06
1792,Customer_1792,Frankfurt,Corporate,2025-05-08
