order_item_id,order_id,product_id,quantity,unit_price
17635,4095,53,1,56.93
17636,4147,90,5,32.13
17637,5746,58,5,21.63
17638,13178,17,3,87.32
17639,4786,94,3,34.14
17640,160,16,3,27.4
17641,17263,2,1,22.34
17642,1963,76,4,43.28
17643,15677,100,1,88.02
17644,1365,13,2,58.89
17645,17752,93,2,99.99
17646,7020,69,1,22.6
17647,14088,56,1,124.27
17648,17994,29,2,35.91
17649,13349,87,1,122.86
17650,14478,57,2,20.4
17651,9256,43,1,80.18
17652,1528,24,3,72.8
17653,3352,23,1,35.68
17654,10512,76,2,40.78
17655,2106,17,1,88.0
17656,19107,96,2,11.14
17657,10401,23,1,34.03
17658,727,70,1,30.91
17659,15352,39,4,23.02
17660,13515,2,4,25.66
17661,11332,50,4,8.91
17662,18188,73,2,57.35
17663,9489,67,1,19.26
17664,15685,86,1,5.21
17665,5325,100,1,78.75
17666,15061,47,3,25.13
17667,13669,11,1,65.8
17668,6313,39,1,27.28
17669,14740,46,2,37.13
17670,19643,63,1,31.51
17671,6959,39,5,23.81
17672,12375,12,1,28.65
17673,2253,4,1,26.15
17674,6788,52,3,25.41
17675,14301,6,3,10.66
17676,14658,55,5,
17677,8880,100,1,72.72
17678,10294,79,1,17.2
17679,3862,15,1,32.12
17680,5582,40,3,24.97
17681,5453,52,4,30.1
17682,6071,85,4,76.24
17683,4368,94,2,33.66
17684,6540,17,2,93.58
17685,17080,76,5,42.09
17686,10418,71,4,33.68
17687,8289,41,1,35.03
17688,3046,74,1,15.46
17689,8789,80,3,27.38
17690,14899,6,1,9.98
17691,2626,85,1,72.16
17692,17849,22,3,24.53
17693,10650,45,3,42.92
17694,11112,13,2,66.02
17695,16887,69,2,20.96
17696,9310,4,1,29.23
17697,16103,84,1,71.09
17698,14342,67,2,19.36
17699,15842,24,1,80.41
17700,13624,86,1,6.0
17701,16943,55,1,
17702,12307,51,1,29.03
17703,18435,73,5,51.42
17704,4237,95,2,14.89
17705,17193,15,1,27.69
17706,18807,42,1,10.12
17707,16370,71,2,31.23
17708,15894,79,3,15.26
17709,4127,80,2,26.04
17710,17021,16,1,28.78
17711,6163,68,2,41.2
17712,47,33,2,58.02
17713,19599,25,2,115.0
17714,4552,4,1,25.75
17715,10096,15,1,32.83
17716,12088,12,1,30.13
17717,624,36,1,45.49
17718,11314,40,1,21.8
17719,14865,74,1,14.82
17720,6690,2,1,24.6
17721,15342,72,2,25.42
17722,285,68,1,40.56
17723,372,88,1,34.54
17724,17926,68,1,41.68
17725,6127,12,1,25.93
17726,721,84,5,62.5
17727,14936,35,3,22.85
17728,1893,35,1,20.24
17729,13975,9,3,29.22
17730,5070,75,2,46.65
17731,6710,56,1,131.27
17732,9463,30,2,26.64
17733,11991,37,1,108.29
17734,14856,82,2,16.32
17735,2553,36,1,45.51
17736,5677,54,1,190.56
17737,5491,60,2,39.98
17738,11621,78,1,18.18
17739,16235,86,1,5.1
17740,17229,70,1,33.1
17741,415,99,1,50.56
17742,14134,68,4,41.0
17743,1184,63,3,36.1
17744,3496,9,3,34.41
17745,13060,92,2,45.78
17746,18791,77,4,14.01
17747,5895,39,1,25.72
17748,13240,59,3,25.53
17749,11577,10,2,53.41
17750,1966,30,5,24.02
17751,14454,75,2,51.27
17752,18865,82,1,19.47
17753,7793,44,1,31.19
17754,13180,62,3,11.4
17755,1969,93,4,91.73
17756,12542,10,3,60.48
17757,15078,70,1,28.84
17758,14763,76,1,42.83
17759,9793,20,1,20.86
17760,17238,49,1,34.99
17761,17694,74,1,14.82
17762,14774,80,1,24.34
17763,11466,46,1,36.76
17764,3452,46,2,38.94
17765,17736,65,1,71.57
17766,9855,34,1,49.88
17767,6589,49,1,33.8
17768,6822,16,1,26.64
17769,2601,37,1,98.5
17770,6959,81,4,36.5
17771,15903,81,1,32.98
17772,15106,74,2,17.2
17773,3234,78,4,20.47
17774,6664,40,1,25.6
17775,12856,49,1,32.87
17776,6411,39,5,24.44
17777,11334,48,2,48.16
17778,14269,87,1,117.61
17779,19979,35,2,24.36
17780,9453,70,3,32.44
17781,12422,28,2,28.41
17782,7374,40,2,25.4
17783,14116,18,4,15.51
17784,642,38,4,13.24
17785,3523,52,1,27.41
17786,6301,88,1,36.48
17787,15575,61,5,23.08
17788,17780,77,3,13.2
17789,17732,67,3,21.97
17790,14078,47,3,23.25
17791,5271,36,2,46.54
17792,19564,13,1,57.2
17793,5608,51,2,32.55
17794,13544,15,2,31.45
17795,11570,32,3,33.07
17796,14034,51,1,28.07
17797,13310,82,2,19.64
17798,14694,10,1,60.62
17799,12544,73,3,60.1
17800,2554,3,1,56.41
17801,19437,29,1,40.84
17802,1083,15,1,32.28
17803,10473,9,2,32.91
17804,3920,31,1,25.82
17805,410,96,1,12.82
17806,1179,69,1,22.99
17807,7387,85,2,67.95
17808,3699,3,3,59.86
17809,11252,100,2,83.46
17810,9854,91,2,12.69
17811,19881,75,4,48.76
17812,749,72,3,26.21
17813,5342,53,4,50.85
17814,16635,79,1,16.97
17815,6585,13,1,66.77
17816,10759,8,1,37.44
17817,19744,99,4,50.85
17818,12893,40,2,25.23
17819,19410,68,1,48.33
17820,5765,9,1,33.14
17821,13410,64,1,14.19
17822,5415,34,4,43.09
17823,15474,65,1,68.32
17824,14662,26,1,55.57
17825,12520,96,1,11.79
17826,11116,34,1,51.05
17827,4533,28,1,31.06
17828,11417,79,2,16.97
17829,57,87,1,115.11
17830,5939,15,1,27.7
17831,15889,17,3,89.91
17832,8954,87,2,117.46
17833,12463,11,3,74.45
17834,15230,100,2,85.79
17835,7947,49,1,32.3
17836,11683,21,2,25.78
17837,8601,31,1,27.79
17838,6033,84,3,72.27
17839,1975,28,1,26.66
17840,17310,86,4,5.26
17841,7178,21,3,28.81
17842,7378,38,1,11.78
17843,17536,55,2,
17844,13466,18,1,13.14
17845,9553,24,2,82.71
17846,2345,64,1,14.27
17847,8253,94,3,38.85
17848,15225,42,2,10.94
17849,15033,38,1,11.42
17850,2076,98,3,18.41
17851,2452,80,2,28.23
17852,6182,39,2,26.85
17853,13197,90,5,28.01
17854,16992,71,1,31.23
17855,10128,2,1,25.65
17856,5716,64,3,15.09
17857,2571,4,1,29.6
17858,2969,72,1,26.53
17859,17517,53,1,50.48
17860,18468,41,3,32.04
17861,238,71,1,29.78
17862,9901,69,3,22.23
17863,4916,72,2,24.11
17864,8867,78,1,18.75
17865,642,56,1,118.84
17866,17842,2,1,24.6
17867,8731,23,1,36.3
17868,5042,3,1,61.18
17869,2596,18,2,15.46
17870,9633,82,1,16.65
17871,17284,88,1,38.18
17872,1730,77,1,14.13
17873,4809,47,1,25.66
17874,5186,60,4,46.2
17875,8376,44,2,34.34
17876,5630,10,3,58.37
17877,266,7,1,10.33
17878,18856,19,5,36.29
17879,19769,72,1,28.15
17880,2909,83,1,67.14
17881,15123,47,1,21.47
17882,6128,22,3,28.51
17883,15597,20,1,19.11
17884,18072,94,3,36.38
17885,480,97,1,28.45
17886,5931,42,1,10.05
17887,15949,13,1,62.55
17888,18541,78,2,18.87
17889,19333,64,1,15.51
17890,7015,52,1,26.88
17891,17065,59,1,26.67
17892,14158,1,1,31.8
17893,19406,77,1,13.39
17894,15535,33,1,54.12
17895,4701,24,2,73.28
17896,4293,55,1,
17897,19296,17,1,92.15
17898,155,73,1,60.26
17899,6753,25,1,106.49
17900,15056,81,1,35.37
17901,15815,3,3,53.02
17902,9330,28,2,30.44
17903,19963,85,1,73.79
17904,5079,64,1,16.66
17905,15337,40,1,24.01
17906,12496,80,2,25.5
17907,1256,95,2,16.32
17908,4068,65,4,61.92
17909,5680,82,1,17.61
17910,2852,89,1,33.57
17911,19502,58,1,21.68
17912,4415,90,2,32.64
17913,10402,34,1,47.68
17914,7506,69,1,21.56
17915,13269,6,1,10.43
17916,14902,64,1,15.59
17917,10193,92,1,45.61
17918,9150,91,1,12.92
17919,2930,86,4,5.35
17920,787,95,2,16.14
17921,9428,11,1,67.27
17922,3485,20,1,20.71
17923,18555,89,1,35.74
17924,283,17,1,92.36
17925,8210,40,2,24.11
17926,12892,24,1,79.87
17927,2569,7,2,10.48
17928,4953,4,1,30.07
17929,14323,91,3,14.8
17930,1384,25,1,105.42
17931,5723,43,1,78.02
17932,12928,40,2,22.14
17933,4933,22,1,27.68
17934,9975,83,1,58.99
17935,3618,18,2,14.33
17936,9512,13,2,58.93
17937,10966,78,2,20.36
17938,1182,38,1,12.28
17939,9516,69,2,24.79
17940,20000,40,1,21.55
17941,10533,43,3,73.01
17942,1246,7,1,11.57
17943,17982,4,1,28.89
17944,16800,34,1,48.54
17945,188,72,1,29.2
17946,5541,5,3,23.53
17947,6920,47,3,24.86
17948,10329,20,3,22.96
17949,4140,34,1,43.24
17950,18551,20,2,22.98
17951,7522,70,3,31.87
17952,10105,30,4,24.44
17953,17771,63,1,32.16
17954,5727,57,2,19.92
17955,4289,59,1,30.91
17956,12486,14,1,20.89
17957,10301,90,3,30.99
17958,13895,85,2,75.19
17959,14241,29,4,37.65
17960,5846,51,2,29.59
17961,2637,94,1,36.62
17962,10930,34,2,49.36
17963,15655,90,2,29.65
17964,13022,38,1,12.29
17965,2680,82,3,16.71
17966,14310,33,1,49.46
17967,18299,83,1,57.0
17968,3378,73,1,58.32
17969,12447,19,1,31.53
17970,10107,93,1,100.73
17971,10731,49,2,31.49
17972,4578,6,1,10.4
17973,19133,95,3,16.56
17974,15441,91,5,14.41
17975,9730,30,1,26.27
17976,16730,86,2,6.11
17977,3836,40,2,22.43
17978,4206,22,1,25.03
17979,5894,7,2,10.58
17980,16531,27,4,18.63
17981,10132,5,2,22.76
17982,16457,72,3,24.2
17983,2462,51,2,29.21
17984,3226,70,3,34.87
17985,2622,57,3,22.27
17986,5730,33,1,55.19
17987,7531,30,1,25.31
17988,17357,56,1,141.81
17989,18649,9,1,31.55
17990,11742,61,1,20.6
17991,4816,90,1,28.0
17992,16576,1,1,35.6
17993,11175,12,1,27.41
17994,5358,24,1,79.0
17995,5674,24,3,83.08
17996,4511,46,3,39.99
17997,2695,96,1,11.51
17998,662,28,1,29.86
17999,15658,72,3,25.05
18000,18876,44,1,31.55
18001,16232,13,1,66.41
18002,6158,91,1,13.72
18003,1607,17,1,89.95
18004,19406,92,3,43.78
18005,9847,28,1,29.13
18006,12236,11,1,63.38
18007,9633,31,1,30.19
18008,9673,42,5,10.61
18009,5134,73,1,55.61
18010,1810,63,4,33.64
18011,16850,94,1,34.43
18012,16818,60,1,46.51
18013,17643,66,1,46.88
18014,2155,80,1,27.89
18015,9927,61,1,22.45
18016,17377,28,1,31.56
18017,17066,52,2,25.77
18018,19233,85,1,75.0
18019,14091,7,2,11.57
18020,15098,64,1,17.26
18021,12609,41,1,31.47
18022,7495,8,1,36.95
18023,13448,46,1,40.12
18024,8512,50,4,9.25
18025,5320,100,4,74.41
18026,13347,38,1,11.38
18027,13684,81,3,32.74
18028,3219,39,1,25.84
18029,19675,70,3,32.77
18030,18216,99,1,57.11
18031,3195,83,2,67.77
18032,8704,31,1,25.11
18033,9646,49,3,31.72
18034,852,4,1,28.58
18035,4265,25,1,111.73
18036,4751,36,4,53.21
18037,4404,32,1,33.56
18038,5956,41,1,34.08
18039,12162,6,1,11.0
18040,1939,12,1,26.05
18041,19638,3,1,60.95
18042,12876,17,1,101.57
18043,5966,87,2,127.35
18044,6548,43,2,75.34
18045,9461,90,3,32.97
18046,19724,78,1,21.49
18047,1607,73,1,52.84
18048,17176,24,2,74.98
18049,15094,51,1,32.8
18050,8073,68,1,46.98
18051,2810,33,1,52.54
18052,10540,46,1,35.48
18053,15293,40,4,22.58
18054,1231,58,1,20.63
18055,7240,19,4,32.53
18056,12877,8,3,35.89
18057,7762,11,1,75.17
18058,4119,21,1,25.81
18059,7279,6,1,11.13
18060,13209,17,4,91.39
18061,12466,62,2,11.94
18062,11083,66,2,45.75
18063,19674,72,1,27.58
18064,6454,96,3,12.27
18065,7155,67,1,19.13
18066,8882,98,2,18.66
18067,16337,77,1,12.03
18068,18357,87,4,128.36
18069,10657,13,3,67.19
18070,16759,88,3,36.13
18071,12947,74,5,15.83
18072,15537,29,1,38.16
18073,8244,92,3,41.99
18074,8637,36,2,52.82
18075,9061,16,3,31.63
18076,1112,1,1,37.89
18077,14939,72,2,26.05
18078,15709,63,2,32.94
18079,1941,48,2,52.22
18080,11996,50,1,8.02
18081,13535,2,1,24.8
18082,4577,44,3,37.18
18083,18868,74,1,16.49
18084,9971,37,3,103.68
18085,3864,43,2,74.07
18086,1447,83,1,61.25
18087,8349,27,1,19.14
18088,2954,10,2,55.7
18089,14737,48,5,47.59
18090,1441,47,4,21.8
18091,1067,36,1,44.66
18092,10708,85,1,74.14
18093,14725,53,3,54.77
18094,9831,72,3,25.3
18095,2350,74,1,15.5
18096,7935,5,1,22.65
18097,17793,6,1,11.5
18098,12606,27,2,18.62
18099,277,48,2,53.93
18100,13205,10,1,55.41
18101,16911,98,2,21.35
18102,17458,97,1,24.64
18103,14901,70,1,29.66
18104,6289,68,3,40.6
18105,5497,44,2,33.68
18106,11519,62,2,11.77
18107,7786,17,1,95.33
18108,12346,71,2,29.2
18109,1318,54,1,196.94
18110,10432,58,3,22.22
18111,15824,96,1,12.14
18112,4782,14,1,25.08
18113,4652,29,1,37.69
18114,15912,75,1,43.03
18115,2431,96,3,12.42
18116,18910,4,2,29.15
18117,9430,78,2,19.98
18118,5464,55,1,
18119,1235,99,1,52.67
18120,11248,73,2,51.74
18121,3214,58,1,20.59
18122,5381,95,1,14.8
18123,7892,61,1,21.79
18124,2431,89,1,32.46
18125,8145,76,1,37.49
18126,16452,49,1,31.29
18127,16709,26,1,51.15
18128,7491,25,2,113.69
18129,13405,95,1,17.5
18130,13606,11,5,67.05
18131,5424,2,4,25.71
18132,9246,73,1,56.44
18133,18278,72,1,27.86
18134,406,56,1,123.66
18135,13994,81,1,34.93
18136,3658,83,1,64.93
18137,3224,9,2,33.06
18138,9585,100,1,88.16
18139,19207,15,1,28.3
18140,8863,54,2,189.55
18141,16827,93,2,96.27
18142,7336,50,1,8.18
18143,12518,12,2,27.47
18144,4185,1,1,37.16
18145,13148,67,3,19.29
18146,11025,28,1,31.29
18147,456,55,1,
18148,1796,93,1,97.59
18149,14164,37,1,109.71
18150,2345,98,4,19.39
18151,2161,44,1,32.57
18152,14236,99,2,54.17
18153,13858,12,3,28.02
18154,14664,12,2,27.5
18155,2820,97,1,26.91
18156,15762,68,1,47.78
18157,3740,14,1,23.29
18158,14832,11,1,67.55
18159,12658,42,1,11.05
18160,10309,95,1,16.5
18161,14713,44,1,36.98
18162,2212,42,3,10.95
18163,16094,99,2,47.41
18164,3124,2,2,23.06
18165,3879,17,2,95.59
18166,8814,40,1,24.43
18167,11406,20,4,21.03
18168,12657,50,1,9.38
18169,17147,20,1,19.99
18170,10226,100,1,74.67
18171,5244,54,2,176.5
18172,784,61,4,23.62
18173,19837,77,1,12.3
18174,13482,12,1,25.45
18175,17535,27,2,16.91
18176,17894,23,1,35.42
18177,11315,52,2,28.03
18178,15838,5,1,22.48
18179,18239,43,2,76.64
18180,4311,8,1,41.88
18181,17538,48,1,50.89
18182,62,68,5,42.37
18183,13870,15,1,32.91
18184,8300,16,1,30.59
18185,2638,40,1,23.06
18186,14891,47,2,22.24
18187,16769,65,1,71.95
18188,15644,31,1,29.76
18189,19779,81,1,35.94
18190,10228,62,1,11.86
18191,702,92,1,43.9
18192,1032,18,3,14.46
18193,10855,44,5,32.36
18194,16894,45,1,43.18
18195,8148,9,3,29.33
18196,15420,26,2,51.8
18197,9073,92,1,44.91
18198,11704,1,1,38.71
18199,7212,4,4,25.37
18200,15025,86,1,5.59
18201,14166,56,2,135.11
18202,1903,6,3,10.48
18203,7651,3,2,60.78
18204,7600,27,2,17.69
18205,14182,70,1,29.22
18206,17102,91,4,14.01
18207,11543,81,3,33.21
18208,12850,35,3,24.47
18209,179,85,3,73.2
18210,19546,18,2,12.99
18211,19727,33,2,52.79
18212,7441,74,2,16.69
18213,11209,84,4,72.43
18214,7424,76,1,41.1
18215,4191,48,1,50.49
18216,17492,32,1,34.48
18217,1077,49,4,36.45
18218,10850,87,3,121.17
18219,6847,49,1,33.28
18220,14427,85,1,69.76
18221,10948,27,1,15.84
18222,8048,16,3,29.97
18223,16579,37,4,105.86
18224,14233,18,1,15.72
18225,15153,53,1,47.55
18226,13850,6,2,10.02
18227,17151,18,1,15.1
18228,2860,38,2,11.29
18229,11112,67,2,19.76
18230,14601,19,1,32.74
18231,8867,33,2,58.68
18232,12808,54,2,200.95
18233,15044,11,1,64.51
18234,14725,3,3,61.14
18235,6988,37,2,111.31
18236,7188,52,4,26.75
18237,14853,82,2,17.61
18238,14297,41,1,32.4
18239,1559,28,2,32.43
18240,4138,36,1,49.12
18241,10669,68,1,42.91
18242,2111,16,2,26.78
18243,16497,85,1,74.39
18244,1055,27,1,17.76
18245,7462,15,2,30.26
18246,13514,52,2,29.08
18247,13161,81,1,37.54
18248,12462,4,1,30.65
18249,19961,60,1,42.5
18250,6519,42,3,10.71
18251,14780,42,1,10.08
18252,1602,53,4,48.32
18253,14832,22,3,25.77
18254,9556,87,3,119.42
18255,7033,18,1,14.29
18256,19457,38,1,11.38
18257,6511,75,3,44.48
18258,17368,68,1,48.74
18259,3485,66,3,54.2
18260,8994,67,2,19.11
18261,13204,29,2,39.27
18262,2512,50,1,8.57
18263,13353,90,3,32.38
18264,17912,46,1,39.6
18265,14925,63,2,34.29
18266,9048,43,1,76.41
18267,4889,5,1,23.76
18268,19555,4,2,29.31
18269,10663,97,1,29.09
18270,11857,25,2,102.98
18271,7853,47,4,22.24
18272,7089,43,2,87.67
18273,12520,95,3,16.96
18274,19303,55,1,
18275,1209,60,1,44.35
18276,12137,62,2,11.79
18277,11659,15,1,28.53
18278,12922,65,1,67.53
18279,13499,85,1,81.22
18280,240,68,2,40.58
18281,2383,18,1,14.22
18282,10613,82,1,18.59
18283,15849,40,3,25.12
18284,3436,65,1,68.55
18285,12945,72,1,24.3
18286,12571,62,2,12.2
18287,83,75,2,50.06
18288,1578,10,1,59.23
18289,182,5,3,22.23
18290,1139,12,1,26.94
18291,3155,1,4,32.72
18292,18685,50,1,7.81
18293,8054,31,1,25.82
18294,7623,62,1,10.75
18295,3208,27,4,18.21
18296,5189,97,1,26.27
18297,7261,44,1,33.96
18298,3318,20,1,21.72
18299,3257,35,1,21.52
18300,13759,8,2,35.75
18301,745,93,3,86.2
18302,10013,14,1,22.87
18303,6691,79,1,15.78
18304,14231,72,1,25.9
18305,1164,47,5,22.88
18306,5905,65,3,68.53
18307,315,36,1,50.41
18308,18414,85,3,71.43
18309,18895,94,4,34.53
18310,8407,7,2,10.49
18311,6326,46,2,38.19
18312,17144,6,2,11.04
18313,19176,72,1,26.56
18314,7633,50,1,7.71
18315,11819,94,1,34.67
18316,7539,56,3,137.85
18317,9699,86,1,6.17
18318,10231,15,1,27.92
18319,1318,65,2,73.34
18320,6795,13,1,58.59
18321,16534,49,1,36.45
18322,19341,45,2,41.74
18323,10010,1,3,36.79
18324,10742,64,4,14.81
18325,19050,46,2,37.7
18326,112,95,1,16.22
18327,895,96,1,12.55
18328,14757,85,2,69.16
18329,14003,9,2,30.91
18330,2811,60,1,39.3
18331,13112,56,3,132.82
18332,9814,4,3,29.91
18333,19517,10,1,63.97
18334,4359,78,1,20.1
18335,5404,89,1,31.19
18336,13042,76,1,43.18
18337,6502,92,1,44.74
18338,12037,43,1,80.3
18339,3906,53,1,51.25
18340,11495,9,2,31.02
18341,14277,64,1,16.12
18342,471,96,2,13.33
18343,19415,14,2,23.56
18344,16885,39,3,26.93
18345,10180,74,2,14.78
18346,8326,74,1,15.82
18347,7468,1,3,32.41
18348,70,84,2,61.35
18349,17190,18,4,15.58
18350,4704,41,3,34.91
18351,19830,61,1,19.96
18352,11248,35,1,23.75
18353,1750,72,1,27.47
18354,19696,76,1,37.47
18355,7464,34,1,46.17
18356,1206,98,2,19.38
18357,19864,33,1,54.39
18358,2657,21,2,28.4
18359,9217,22,2,24.67
18360,1876,69,1,23.31
18361,5895,24,2,84.06
18362,14322,50,1,7.71
18363,4738,23,5,33.55
18364,15142,62,1,10.84
18365,17138,26,2,47.45
18366,13637,50,2,7.89
18367,16681,62,1,10.53
18368,13954,14,1,20.96
18369,13867,29,1,39.75
18370,883,43,1,83.27
18371,13902,11,1,70.6
18372,3442,63,4,30.47
18373,11990,88,2,37.68
18374,9927,54,2,187.67
18375,2504,47,2,24.73
18376,3583,72,1,28.64
18377,12895,5,2,23.21
18378,11292,25,1,116.08
18379,376,37,2,94.98
18380,7860,90,1,30.39
18381,1734,59,1,26.99
18382,14380,32,2,29.09
18383,11184,17,1,90.71
18384,3944,48,2,55.21
18385,16137,65,1,71.68
18386,6071,45,1,39.12
18387,1191,66,1,53.08
18388,19383,44,2,33.74
18389,5572,71,1,30.67
18390,17641,70,2,31.11
18391,11961,63,1,33.41
18392,17617,25,1,109.14
18393,8947,9,1,31.87
18394,10336,52,2,29.75
18395,77,45,1,40.99
18396,14481,21,2,25.1
18397,13428,23,1,33.3
18398,14885,93,1,91.56
18399,5012,12,1,29.75
18400,15808,40,1,23.09
18401,15921,15,1,31.21
18402,15253,22,1,28.94
18403,19757,26,2,54.66
18404,6379,41,1,31.71
18405,17938,4,1,26.9
18406,11524,71,1,34.26
18407,18916,24,3,79.78
18408,6312,5,2,22.22
18409,7426,95,1,17.01
18410,8371,82,1,18.8
18411,9445,28,2,28.81
18412,11746,45,1,44.04
18413,228,52,1,28.7
18414,1351,46,1,38.25
18415,2271,47,4,22.11
18416,16350,99,1,50.92
18417,3917,45,2,38.31
18418,1757,81,1,37.16
18419,15354,61,2,20.68
18420,10827,19,1,36.93
18421,4428,43,3,78.6
18422,16029,25,2,116.72
18423,695,4,1,27.22
18424,7899,33,1,58.46
18425,17051,34,1,43.84
18426,17165,31,1,28.3
18427,4292,91,2,14.63
18428,3531,95,1,16.2
18429,4369,47,2,22.31
18430,15346,89,3,33.23
18431,2446,89,1,36.56
18432,8669,20,1,19.33
18433,16731,55,4,
18434,2904,87,3,116.7
18435,8938,11,2,67.1
18436,19459,68,1,40.77
18437,8653,62,3,10.55
18438,5253,3,4,56.55
18439,8546,3,2,61.66
18440,10736,97,1,28.53
18441,7689,5,4,21.73
18442,14268,23,1,37.16
18443,1594,67,2,19.45
18444,8860,13,1,63.45
18445,11511,32,1,31.91
18446,1581,9,3,29.1
18447,14438,69,1,21.48
18448,772,38,1,11.62
18449,17533,48,1,55.96
18450,18560,96,1,11.85
18451,8514,96,1,12.7
18452,5886,63,1,31.97
18453,7230,23,1,33.1
18454,934,12,1,25.46
18455,11501,21,1,26.58
18456,11323,36,4,43.83
18457,13493,27,1,17.62
18458,6241,48,1,49.21
18459,6651,24,3,76.87
18460,2094,84,1,66.37
18461,17129,14,1,24.03
18462,16724,56,2,124.53
18463,9943,49,2,34.01
18464,7212,77,4,13.65
18465,5061,15,1,29.76
18466,3065,55,1,
18467,2014,10,2,63.02
18468,1429,71,1,32.53
18469,230,15,3,29.32
18470,16659,6,1,10.59
18471,6939,99,4,47.14
18472,14397,19,1,31.14
18473,658,76,2,39.83
18474,11180,53,1,53.26
18475,14345,32,1,29.7
18476,6439,12,1,26.43
18477,7461,88,1,40.1
18478,2434,35,2,20.15
18479,11103,62,1,10.77
18480,13664,42,1,9.73
18481,10987,66,2,48.44
18482,15642,7,2,11.36
18483,4053,92,2,44.14
18484,3453,13,2,59.71
18485,3027,45,2,41.95
18486,18767,80,2,28.55
18487,11623,35,2,23.91
18488,17513,78,4,19.97
18489,19593,14,1,23.73
18490,17078,1,2,33.36
18491,9658,11,5,65.24
18492,5607,10,4,56.21
18493,15387,40,2,21.68
18494,9200,78,1,19.67
18495,6337,63,2,32.17
18496,7865,38,5,12.64
18497,14596,97,3,28.42
18498,9171,29,1,39.19
18499,13377,51,1,28.02
18500,6927,61,2,22.34
18501,19754,8,1,36.48
18502,13249,97,4,25.4
18503,8248,61,1,20.69
18504,15958,3,1,56.67
18505,1618,9,2,31.39
18506,17919,13,1,62.77
18507,8621,6,1,9.76
18508,19007,36,1,50.82
18509,1199,69,2,21.84
18510,6012,6,3,9.77
18511,7239,15,2,28.96
18512,10018,31,3,25.78
18513,11393,36,1,52.95
18514,13422,97,1,25.63
18515,1506,7,2,11.27
18516,9810,64,2,15.71
18517,7813,19,4,37.34
18518,1524,55,1,
18519,11132,2,1,26.01
18520,1240,98,4,21.1
18521,14347,57,2,21.91
18522,5211,51,2,33.79
18523,19245,36,1,49.47
18524,331,35,1,24.19
18525,19646,37,3,96.38
18526,1301,36,2,46.03
18527,13878,5,1,24.06
18528,16324,90,1,33.81
18529,6389,21,1,26.79
18530,13804,53,4,57.14
18531,15761,89,2,33.96
18532,8962,45,2,41.83
18533,9085,89,2,33.83
18534,1172,76,1,42.43
18535,9655,38,4,13.02
18536,9982,70,3,29.91
18537,6667,7,2,10.46
18538,18530,8,2,38.99
18539,16962,30,1,24.32
18540,8052,84,2,69.79
18541,13691,77,1,12.54
18542,12973,80,1,27.88
18543,5753,24,1,83.54
18544,11405,81,2,34.23
18545,11765,77,1,14.6
18546,1312,100,2,79.98
18547,3640,84,3,68.32
18548,1327,76,1,38.43
18549,8080,21,1,29.0
18550,2160,38,2,11.33
18551,8278,37,1,95.72
18552,9867,85,1,72.07
18553,10717,21,1,27.09
18554,7291,99,2,51.59
18555,3733,97,1,26.78
18556,10131,70,1,31.76
18557,1264,5,3,22.87
18558,10407,29,3,39.81
18559,5135,21,4,29.9
18560,5290,67,2,22.14
18561,8510,76,2,44.37
18562,9137,47,3,24.12
18563,11679,62,2,10.83
18564,15410,11,2,75.79
18565,3017,13,1,67.37
18566,19790,13,1,59.73
18567,2561,42,2,9.98
18568,5521,62,1,12.43
18569,3905,14,1,23.08
18570,6802,55,1,
18571,3800,79,3,15.91
18572,941,25,2,113.53
18573,16916,40,1,23.49
18574,5773,22,1,23.89
18575,8140,16,4,28.94
18576,18977,73,3,62.49
18577,13055,77,3,13.04
18578,18092,73,1,58.22
18579,14446,83,2,56.34
18580,10661,19,1,32.32
18581,10252,76,2,37.63
18582,17414,10,3,60.38
18583,496,13,1,65.19
18584,17154,4,1,27.19
18585,17152,1,1,36.15
18586,15739,79,3,15.63
18587,10967,66,2,46.18
18588,13795,72,4,25.02
18589,13295,62,3,11.95
18590,8000,65,1,62.62
18591,18534,56,1,139.01
18592,1809,50,1,7.86
18593,8133,45,1,36.59
18594,10571,29,1,40.47
18595,6015,61,1,19.89
18596,9128,87,1,127.47
18597,12995,49,4,34.73
18598,1183,39,1,25.47
18599,14129,47,1,24.32
18600,19169,41,1,36.69
18601,14743,17,2,92.1
18602,4591,77,3,13.02
18603,19992,63,2,34.75
18604,11062,79,3,14.98
18605,11080,53,1,48.38
18606,16482,8,2,37.59
18607,4473,32,1,32.53
18608,11279,7,1,11.46
18609,9936,48,1,47.35
18610,9558,77,4,12.04
18611,17621,79,1,16.99
18612,19205,82,1,19.52
18613,17094,46,4,34.63
18614,11802,60,3,39.36
18615,17871,81,1,37.57
18616,14920,47,1,25.64
18617,13473,43,1,76.42
18618,18404,81,1,35.76
18619,19968,61,2,22.59
18620,8408,45,1,38.12
18621,13896,64,1,17.05
18622,152,4,1,28.46
18623,10835,63,1,32.05
18624,2467,57,2,20.66
18625,10169,35,1,20.19
18626,14944,14,1,20.84
18627,4143,52,2,28.16
18628,14974,41,3,32.05
18629,371,79,1,15.38
18630,4521,62,3,10.81
18631,1847,86,1,5.61
18632,13738,64,2,15.55
18633,5866,63,2,31.91
18634,10513,30,1,24.36
18635,17580,92,1,45.38
18636,14737,93,2,91.16
18637,18551,28,1,31.12
18638,15772,58,2,23.26
