order_id,customer_id,order_date,status,payment_method
4202,2414,2024-06-19,Completed,Card
4203,2706,2024-02-01,Completed,Card
4204,3536,2025-09-17,Completed,Card
4205,4285,2025-12-21,Completed,PayPal
4206,918,2025-03-04,Completed,Card
4207,1202,2024-02-04,Completed,Bank Transfer
4208,2423,2024-07-23,Completed,PayPal
4209,1622,2025-01-18,Completed,PayPal
4210,760,2024-09-22,Completed,Card
4211,4290,2025-07-30,Completed,PayPal
4212,1489,2025-03-18,Completed,PayPal
4213,4259,2025-09-01,Completed,Card
4214,4372,2025-11-27,Completed,Card
4215,4460,2025-04-29,Completed,Card
4216,1666,2025-04-14,Completed,Card
4217,2003,2024-09-22,Cancelled,PayPal
4218,460,2024-04-18,Completed,Bank Transfer
4219,3022,2025-05-03,Returned,Card
4220,2291,2024-06-26,Completed,Bank Transfer
4221,1366,2024-09-05,Completed,Card
4222,3202,2024-01-05,Completed,Card
4223,4753,2024-06-05,Completed,Card
4224,1384,2024-08-17,Completed,PayPal
4225,2136,2025-09-19,Completed,Card
4226,4838,2024-09-17,Completed,Card
4227,3033,2024-11-16,Completed,PayPal
4228,3710,2024-05-06,Completed,PayPal
4229,1522,2024-01-28,Completed,Card
4230,1624,2025-05-24,Cancelled,PayPal
4231,682,2024-08-15,Completed,PayPal
4232,3135,2025-10-02,Completed,Card
4233,3262,2025-06-24,Completed,PayPal
4234,4995,2024-06-27,Completed,Card
4235,4697,2025-11-06,Completed,PayPal
4236,3420,2025-11-02,Completed,PayPal
4237,1868,2024-10-14,Completed,Card
4238,3610,2025-05-08,Completed,Card
4239,1200,2024-09-21,Cancelled,PayPal
4240,2824,2025-04-11,Completed,Card
4241,2949,2025-01-29,Completed,Card
4242,3979,2025-03-07,Completed,Card
4243,3626,2025-03-10,Completed,PayPal
4244,4579,2025-01-22,Completed,Card
4245,169,2025-06-20,Completed,Card
4246,2022,2024-05-24,Completed,PayPal
4247,2195,2024-06-23,Completed,Card
4248,439,2025-06-03,Completed,Card
4249,3261,2024-11-09,Completed,Card
4250,4256,2025-09-12,Completed,PayPal
4251,4910,2024-05-08,Completed,Card
4252,2450,2025-05-28,Completed,Card
4253,4682,2024-01-10,Completed,Card
4254,864,2024-12-12,Completed,Card
4255,140,2024-04-26,Completed,Card
4256,4424,2025-02-14,Completed,PayPal
4257,225,2025-01-31,Completed,Card
4258,558,2024-01-11,Completed,PayPal
4259,1574,2025-02-01,Completed,Card
4260,386,2025-08-30,Completed,Card
4261,521,2024-04-02,Completed,PayPal
4262,3973,2024-04-11,Cancelled,Card
4263,2835,2024-04-07,Completed,Card
4264,3143,2024-10-08,Returned,Card
4265,1834,2025-10-29,Completed,PayPal
4266,4543,2025-10-18,Completed,Card
4267,3162,2025-02-24,Completed,Bank Transfer
4268,3502,2024-12-29,Completed,Card
4269,4203,2024-07-29,Completed,Bank Transfer
4270,1500,2025-10-28,Completed,Card
4271,2964,2025-05-22,Completed,Card
4272,1478,2024-03-16,Completed,PayPal
4273,904,2024-11-18,Cancelled,Card
4274,1632,2025-03-27,Returned,Card
4275,3987,2025-11-17,Completed,Card
4276,1171,2025-09-14,Completed,Card
4277,2328,2024-01-18,Completed,Card
4278,4120,2024-10-17,Completed,Card
4279,1745,2024-07-16,Completed,Card
4280,2040,2024-06-10,Completed,PayPal
4281,120,2025-02-20,Completed,Card
4282,3858,2025-01-18,Completed,PayPal
4283,1676,2024-07-18,Cancelled,Card
4284,1321,2025-05-12,Completed,Card
4285,4951,2024-02-12,Completed,Card
4286,1016,2024-03-22,Completed,Bank Transfer
4287,4544,2025-06-22,Completed,Card
4288,1744,2024-10-30,Completed,Card
4289,1943,2025-08-03,Completed,Card
4290,3542,2024-07-17,Cancelled,Card
4291,1447,2025-02-09,Completed,Bank Transfer
4292,3617,2025-03-02,Cancelled,Card
4293,3895,2025-04-05,Completed,Bank Transfer
4294,1725,2025-04-24,Cancelled,Bank Transfer
4295,2273,2025-12-28,Completed,PayPal
4296,4063,2024-05-03,Completed,Card
4297,4282,2025-06-11,Completed,Card
4298,72,2025-09-29,Completed,PayPal
4299,4170,2025-06-09,Completed,Card
4300,2201,2024-02-08,Completed,Bank Transfer
4301,2144,2024-07-17,Completed,Card
4302,3758,2024-04-17,Cancelled,Card
4303,3182,2024-09-24,Completed,Bank Transfer
4304,1482,2024-12-18,Completed,Card
4305,2876,2024-11-06,Completed,Card
4306,4861,2025-01-24,Completed,Card
4307,4080,2024-02-09,Completed,PayPal
4308,1097,2025-08-03,Completed,Card
4309,4308,2024-05-31,Completed,PayPal
4310,724,2024-07-05,Completed,PayPal
4311,3240,2025-03-05,Completed,Card
4312,2379,2025-04-01,Returned,Card
4313,4847,2024-08-14,Completed,Card
4314,3215,2025-03-03,Completed,Card
4315,2872,2024-07-22,Completed,Card
4316,4490,2024-04-27,Completed,Card
4317,4608,2025-01-28,Completed,PayPal
4318,4782,2024-08-09,Completed,PayPal
4319,3920,2024-03-03,Completed,Card
4320,1721,2025-01-30,Completed,Card
4321,3400,2024-01-05,Returned,Card
4322,1858,2024-11-29,Completed,PayPal
4323,2766,2024-10-18,Completed,Card
4324,2397,2025-05-22,Completed,PayPal
4325,3765,2024-05-24,Completed,PayPal
4326,4022,2025-10-23,Completed,Card
4327,3887,2024-06-07,Completed,PayPal
4328,2563,2024-01-11,Completed,Card
4329,2447,2024-03-09,Completed,PayPal
4330,3668,2025-12-04,Completed,Bank Transfer
4331,2262,2025-09-05,Completed,Card
4332,3618,2025-06-27,Completed,Card
4333,1313,2024-07-20,Completed,Card
4334,1865,2024-09-22,Completed,Card
4335,2306,2024-04-17,Completed,Card
4336,1808,2024-02-23,Completed,PayPal
4337,2742,2024-12-03,Cancelled,PayPal
4338,3337,2024-07-08,Completed,PayPal
4339,998,2024-08-26,Completed,Card
4340,2320,2024-12-08,Completed,Bank Transfer
4341,3208,2024-10-17,Completed,PayPal
4342,599,2024-11-18,Completed,Card
4343,1084,2024-11-16,Completed,PayPal
4344,3582,2024-02-11,Completed,Card
4345,3087,2024-07-16,Completed,PayPal
4346,2303,2025-09-24,Completed,Bank Transfer
4347,2785,2024-10-10,Completed,PayPal
4348,722,2024-06-30,Completed,Card
4349,1155,2025-09-03,Completed,Card
4350,17,2024-01-11,Completed,Card
4351,992,2025-03-17,Completed,Card
4352,4974,2025-09-20,Completed,Card
4353,2233,2025-02-27,Completed,Card
4354,3463,2025-05-14,Completed,Card
4355,1447,2025-01-22,Returned,Card
4356,1466,2025-07-29,Cancelled,PayPal
4357,3768,2025-11-18,Completed,PayPal
4358,3628,2025-03-29,Completed,Card
4359,3084,2025-08-17,Completed,Card
4360,1544,2024-01-02,Completed,PayPal
4361,80,2025-12-29,Completed,Card
4362,3288,2024-08-29,Completed,Card
4363,1272,2024-02-29,Completed,PayPal
4364,1565,2025-01-02,Completed,Card
4365,1714,2025-12-15,Completed,Card
4366,1010,2024-02-09,Completed,Card
4367,773,2024-11-10,Completed,Card
4368,483,2025-07-10,Completed,PayPal
4369,2393,2024-10-24,Completed,PayPal
4370,3180,2025-09-22,Completed,Card
4371,1582,2025-10-04,Completed,Card
4372,2522,2025-03-25,Completed,PayPal
4373,1106,2025-01-29,Completed,Card
4374,3710,2025-07-15,Completed,Bank Transfer
4375,3362,2024-03-28,Completed,Card
4376,4271,2025-06-16,Completed,Card
4377,842,2025-01-22,Completed,Card
4378,3535,2025-01-15,Completed,PayPal
4379,1873,2025-07-08,Completed,Card
4380,3506,2025-03-06,Completed,PayPal
4381,3321,2025-06-18,Completed,Card
4382,2729,2024-08-03,Completed,PayPal
4383,955,2024-10-03,Completed,Card
4384,1596,2024-07-12,Completed,Card
4385,2289,2025-12-27,Completed,Card
4386,4436,2024-06-27,Returned,Card
4387,744,2024-05-22,Completed,Bank Transfer
4388,1495,2025-06-21,Completed,PayPal
4389,3347,2024-08-05,Completed,PayPal
4390,4111,2025-05-25,Cancelled,Card
4391,1989,2024-02-28,Completed,Card
4392,208,2024-12-11,Completed,PayPal
4393,1084,2025-07-10,Completed,Card
4394,2413,2025-02-22,Cancelled,Card
4395,3312,2024-08-11,Completed,Card
4396,4011,2024-12-15,Completed,Card
4397,397,2025-09-13,Returned,Bank Transfer
4398,1958,2024-03-17,Completed,Card
4399,4890,2025-08-21,Completed,Bank Transfer
4400,209,2024-07-26,Completed,Bank Transfer
4401,433,2024-06-07,Completed,Card
4402,2657,2025-06-07,Completed,Bank Transfer
4403,2437,2024-08-12,Completed,PayPal
4404,4679,2024-12-23,Completed,PayPal
4405,4528,2025-01-18,Completed,PayPal
4406,4447,2025-06-27,Completed,Card
4407,134,2025-07-19,Completed,PayPal
4408,639,2025-05-18,Cancelled,Card
4409,1229,2025-03-25,Completed,PayPal
4410,3370,2024-08-29,Completed,Card
4411,4213,2025-01-03,Cancelled,PayPal
4412,4020,2025-09-18,Completed,Card
4413,1291,2025-04-15,Completed,Card
4414,2197,2024-10-14,Completed,PayPal
4415,1704,2025-02-02,Completed,Card
4416,2227,2024-04-13,Completed,PayPal
4417,2196,2024-11-06,Completed,PayPal
4418,4561,2024-05-06,Completed,Card
4419,976,2024-02-09,Completed,PayPal
4420,1029,2024-03-12,Completed,Card
4421,526,2024-09-03,Completed,PayPal
4422,2328,2024-09-03,Cancelled,PayPal
4423,2547,2024-11-07,Completed,Card
4424,836,2024-02-03,Completed,Card
4425,2484,2024-05-08,Completed,Bank Transfer
4426,2864,2024-01-10,Completed,Card
4427,2735,2024-06-16,Completed,Card
4428,1539,2024-08-03,Completed,Bank Transfer
4429,1911,2025-02-11,Completed,Card
4430,4050,2025-06-09,Completed,Card
4431,2643,2025-08-24,Completed,Bank Transfer
4432,1304,2024-01-18,Completed,PayPal
4433,132,2024-12-05,Completed,Card
4434,393,2025-11-11,Completed,Card
4435,4577,2025-07-21,Completed,Card
4436,3585,2025-11-06,Completed,Card
4437,2676,2025-10-25,Completed,Card
4438,2467,2024-03-30,Completed,Card
4439,1226,2024-10-11,Cancelled,Card
4440,2706,2025-06-17,Cancelled,Bank Transfer
4441,462,2024-09-23,Completed,Bank Transfer
4442,1802,2025-03-08,Completed,Card
4443,3274,2025-10-12,Completed,Card
4444,3986,2024-02-21,Completed,Bank Transfer
4445,152,2024-03-07,Completed,Card
4446,2270,2025-08-19,Completed,PayPal
4447,4175,2024-09-06,Completed,PayPal
4448,1786,2024-11-26,Completed,Card
4449,3461,2025-02-18,Completed,Card
4450,1837,2024-05-02,Completed,PayPal
4451,1398,2024-07-20,Cancelled,PayPal
4452,1076,2024-01-06,Completed,Card
4453,4507,2025-04-30,Completed,PayPal
4454,2009,2024-07-17,Completed,PayPal
4455,1494,2024-01-13,Completed,Card
4456,1136,2024-01-06,Completed,Card
4457,1549,2025-02-14,Cancelled,Card
4458,785,2024-04-30,Completed,PayPal
4459,1421,2025-07-10,Completed,Card
4460,4839,2024-12-27,Completed,Card
4461,2436,2025-06-21,Completed,Card
4462,3482,2024-01-04,Completed,Card
4463,3652,2024-10-10,Completed,Bank Transfer
4464,2064,2025-12-22,Completed,PayPal
4465,2021,2024-12-24,Cancelled,Card
4466,4758,2025-11-23,Completed,PayPal
4467,2150,2024-10-08,Completed,Card
4468,951,2025-10-18,Completed,PayPal
4469,25,2025-09-19,Completed,PayPal
4470,18,2024-12-14,Returned,Card
4471,3826,2024-01-30,Completed,PayPal
4472,570,2025-05-31,Completed,PayPal
4473,1356,2025-01-08,Completed,PayPal
4474,1593,2025-09-09,Completed,Card
4475,831,2024-05-03,Completed,PayPal
4476,3083,2025-03-21,Completed,PayPal
4477,872,2025-01-28,Completed,Card
4478,835,2025-10-11,Cancelled,PayPal
4479,3313,2025-09-09,Completed,PayPal
4480,4953,2025-12-25,Completed,PayPal
4481,3117,2024-02-25,Completed,Card
4482,970,2024-05-11,Completed,PayPal
4483,593,2024-05-01,Completed,Card
4484,255,2024-07-20,Completed,Card
4485,2115,2025-12-20,Completed,Card
4486,2966,2025-08-24,Completed,Card
4487,2662,2025-12-02,Completed,Card
4488,603,2024-09-21,Completed,PayPal
4489,1066,2025-07-11,Completed,PayPal
4490,1840,2024-02-09,Completed,Card
4491,2432,2025-08-01,Completed,Card
4492,966,2024-04-22,Completed,PayPal
4493,1738,2024-12-04,Completed,Card
4494,485,2024-03-02,Completed,PayPal
4495,4135,2024-08-14,Completed,Card
4496,11,2024-06-22,Completed,Bank Transfer
4497,4720,2024-05-13,Completed,PayPal
4498,4505,2024-10-11,Cancelled,Card
4499,2028,2025-09-17,Completed,Card
4500,3365,2024-04-17,Completed,Card
4501,3088,2024-05-22,Completed,PayPal
4502,3039,2025-07-22,Completed,Card
4503,605,2024-10-20,Completed,Card
4504,969,2024-10-03,Completed,Card
4505,4261,2025-05-06,Completed,Card
4506,437,2025-07-16,Completed,Card
4507,2775,2025-04-15,Completed,Bank Transfer
4508,1810,2024-10-02,Completed,Card
4509,4910,2024-08-21,Completed,PayPal
4510,2770,2024-08-29,Completed,Card
4511,1830,2024-09-14,Completed,Card
4512,293,2024-02-01,Completed,PayPal
4513,3952,2025-01-01,Cancelled,Card
4514,462,2024-12-13,Cancelled,Card
4515,3885,2024-05-11,Completed,Card
4516,3234,2025-01-02,Completed,PayPal
4517,2092,2024-09-21,Completed,Card
4518,3937,2024-08-02,Completed,PayPal
4519,2940,2024-08-02,Completed,Card
4520,4807,2024-10-08,Completed,PayPal
4521,89,2025-06-13,Returned,Card
4522,1664,2024-01-02,Completed,Card
4523,3302,2025-05-27,Completed,PayPal
4524,2721,2025-04-08,Completed,PayPal
4525,2938,2025-03-22,Completed,Bank Transfer
4526,422,2024-12-28,Completed,Card
4527,3750,2024-08-03,Completed,Bank Transfer
4528,4972,2024-06-12,Completed,PayPal
4529,4434,2025-12-03,Cancelled,Card
4530,266,2025-08-09,Completed,PayPal
4531,2851,2025-06-21,Completed,Bank Transfer
4532,1379,2025-05-25,Completed,PayPal
4533,1815,2024-08-08,Completed,Card
4534,2265,2025-07-08,Completed,Card
4535,4417,2025-09-25,Completed,Card
4536,850,2025-10-02,Completed,PayPal
4537,4815,2024-10-09,Completed,PayPal
4538,3737,2024-03-11,Completed,PayPal
4539,992,2025-01-08,Completed,PayPal
4540,3765,2024-09-15,Completed,PayPal
4541,1809,2025-03-20,Completed,Card
4542,3275,2024-07-19,Cancelled,PayPal
4543,717,2025-10-03,Completed,Bank Transfer
4544,896,2025-01-14,Completed,PayPal
4545,1177,2025-08-15,Completed,PayPal
4546,3754,2025-02-18,Cancelled,Card
4547,1777,2024-03-05,Completed,Card
4548,2805,2025-01-12,Completed,Card
4549,3393,2025-10-19,Completed,Card
4550,1460,2025-10-07,Completed,Card
4551,2544,2024-04-11,Completed,PayPal
4552,4638,2024-02-11,Completed,PayPal
4553,4731,2024-07-14,Cancelled,PayPal
4554,3554,2024-12-25,Completed,Card
4555,1350,2024-04-08,Completed,Card
4556,2987,2025-01-22,Completed,Card
4557,3331,2024-03-05,Completed,PayPal
4558,4794,2024-10-23,Completed,PayPal
4559,2123,2025-03-02,Cancelled,Card
4560,3629,2024-08-10,Completed,Card
4561,498,2025-11-25,Completed,Card
4562,3488,2024-05-28,Completed,Card
4563,722,2025-05-23,Completed,Card
4564,1364,2025-03-17,Completed,Card
4565,308,2025-02-17,Completed,PayPal
4566,2752,2024-04-25,Completed,Card
4567,884,2025-03-28,Completed,Card
4568,1265,2024-11-15,Cancelled,Card
4569,4349,2025-03-26,Completed,Card
4570,2445,2024-03-19,Completed,Card
4571,3034,2024-12-22,Completed,Card
4572,1053,2024-04-28,Completed,PayPal
4573,494,2025-08-08,Completed,PayPal
4574,2022,2025-06-04,Completed,Card
4575,1748,2024-10-05,Cancelled,Card
4576,3303,2025-07-19,Cancelled,Card
4577,2280,2024-02-14,Completed,Card
4578,932,2024-08-12,Completed,Card
4579,1926,2025-06-11,Completed,Card
4580,757,2025-12-24,Completed,Card
4581,1055,2025-12-12,Completed,Card
4582,3931,2024-08-28,Completed,Card
4583,4552,2025-09-05,Completed,PayPal
4584,4355,2025-04-26,Completed,Card
4585,4527,2024-04-04,Completed,Card
4586,3454,2024-12-30,Completed,PayPal
4587,2517,2024-07-03,Completed,PayPal
4588,1965,2024-05-15,Completed,Card
4589,647,2024-01-25,Completed,Card
4590,4543,2024-11-13,Completed,Card
4591,2831,2024-11-28,Completed,Card
4592,195,2025-07-15,Cancelled,Bank Transfer
4593,1146,2025-11-11,Completed,Card
4594,2510,2024-04-09,Completed,PayPal
4595,4292,2025-01-04,Completed,Card
4596,2084,2025-08-15,Returned,PayPal
4597,4741,2024-01-12,Completed,Card
4598,3353,2025-12-20,Completed,Card
4599,322,2024-03-17,Completed,Card
4600,2288,2025-08-09,Completed,Card
4601,3132,2025-11-12,Completed,Card
4602,4746,2024-12-13,Completed,Bank Transfer
4603,1703,2025-03-18,Completed,Bank Transfer
4604,2213,2025-11-21,Completed,Card
4605,831,2024-03-28,Completed,Card
4606,189,2025-04-09,Completed,Card
4607,4053,2025-05-08,Completed,Bank Transfer
4608,92,2024-08-09,Completed,PayPal
4609,3878,2025-05-29,Completed,PayPal
4610,1912,2024-04-27,Completed,Card
4611,2337,2024-05-15,Completed,Card
4612,1581,2024-07-05,Completed,Card
4613,1409,2025-06-25,Completed,Card
4614,175,2025-08-01,Completed,PayPal
4615,474,2024-11-06,Completed,Card
4616,3433,2025-01-13,Completed,Card
4617,270,2025-02-15,Completed,PayPal
4618,2045,2025-02-24,Completed,Card
4619,3196,2024-08-04,Completed,Card
4620,694,2025-10-31,Completed,Card
4621,4472,2024-03-11,Completed,PayPal
4622,1416,2024-04-19,Completed,PayPal
4623,2084,2024-10-11,Completed,Bank Transfer
4624,1236,2025-08-24,Completed,PayPal
4625,3968,2025-07-22,Completed,Card
4626,1972,2024-10-24,Completed,Card
4627,134,2025-05-13,Cancelled,Card
4628,2913,2025-07-14,Completed,Card
4629,4786,2025-11-27,Completed,Card
4630,841,2025-12-11,Completed,Card
4631,1462,2025-06-13,Completed,PayPal
4632,4935,2024-07-16,Completed,Card
4633,3473,2025-05-21,Completed,Card
4634,4844,2025-05-03,Completed,Card
4635,2876,2024-01-27,Completed,PayPal
4636,2510,2024-04-27,Completed,Card
4637,966,2024-02-23,Completed,Card
4638,2039,2025-05-18,Completed,Card
4639,4241,2024-05-31,Completed,Card
4640,1851,2025-04-23,Completed,Bank Transfer
4641,735,2024-06-10,Cancelled,Card
4642,2454,2025-10-23,Completed,Bank Transfer
4643,3017,2024-08-03,Completed,Bank Transfer
4644,3003,2025-02-23,Completed,Card
4645,2316,2024-12-13,Completed,Card
4646,4004,2024-12-05,Completed,Card
4647,2314,2025-07-07,Completed,Card
4648,4624,2024-12-17,Completed,Card
4649,3164,2025-11-03,Completed,PayPal
4650,3320,2025-08-08,Completed,Card
4651,3462,2025-01-09,Completed,PayPal
4652,430,2025-06-20,Completed,Card
4653,2989,2024-10-29,Completed,Card
4654,3797,2024-08-29,Completed,PayPal
4655,1597,2025-01-12,Completed,Bank Transfer
4656,3363,2025-11-15,Completed,Card
4657,2351,2025-01-23,Cancelled,Card
4658,1780,2024-10-13,Completed,Card
4659,3989,2024-06-07,Completed,Card
4660,2449,2024-12-19,Completed,Card
4661,2871,2025-12-30,Completed,PayPal
4662,2911,2025-03-30,Completed,Card
4663,4614,2025-09-18,Completed,Card
4664,4261,2024-08-28,Completed,Card
4665,2073,2024-07-30,Completed,PayPal
4666,3808,2024-12-28,Completed,Card
4667,4225,2025-08-20,Completed,PayPal
4668,2865,2024-05-12,Completed,Card
4669,3619,2025-05-23,Completed,PayPal
4670,1018,2024-10-03,Completed,Card
4671,4691,2024-09-21,Completed,Bank Transfer
4672,1333,2025-08-27,Completed,Card
4673,2484,2025-08-25,Completed,Card
4674,182,2025-10-18,Completed,PayPal
4675,4840,2024-12-25,Completed,Card
4676,1839,2025-10-25,Completed,Card
4677,2452,2025-10-28,Completed,PayPal
4678,1953,2024-05-15,Cancelled,Card
4679,4701,2025-03-03,Completed,Card
4680,263,2024-01-29,Completed,Card
4681,661,2025-08-17,Completed,PayPal
4682,1316,2024-11-25,Completed,Card
4683,2920,2024-02-03,Completed,Card
4684,4918,2025-05-18,Completed,Card
4685,2195,2024-04-13,Completed,Card
4686,2073,2025-05-08,Completed,Card
4687,2020,2025-01-05,Completed,Card
4688,2741,2025-01-22,Completed,Bank Transfer
4689,816,2024-08-24,Completed,Card
4690,4778,2024-03-30,Completed,Bank Transfer
4691,3419,2024-11-28,Completed,Card
4692,4098,2025-01-11,Completed,Bank Transfer
4693,3718,2024-08-27,Completed,Card
4694,4735,2025-12-30,Completed,Card
4695,3630,2024-06-30,Completed,PayPal
4696,2754,2024-09-13,Completed,Card
4697,3368,2024-07-07,Completed,Card
4698,4686,2025-02-18,Completed,Card
4699,202,2024-09-11,Completed,PayPal
4700,1005,2024-02-14,Completed,Card
4701,1313,2025-08-20,Cancelled,Card
4702,2026,2024-07-19,Completed,Bank Transfer
4703,3134,2024-12-24,Completed,Card
4704,3574,2024-12-08,Returned,PayPal
4705,4222,2024-07-30,Cancelled,Card
4706,3672,2025-09-22,Completed,Card
4707,4942,2024-10-24,Completed,PayPal
4708,1797,2024-06-03,Completed,PayPal
4709,4275,2025-11-28,Completed,Card
4710,1605,2024-07-15,Completed,Card
4711,1903,2025-04-26,Completed,Card
4712,4000,2025-12-13,Completed,Card
4713,4589,2025-01-13,Completed,PayPal
4714,3505,2025-12-06,Completed,Card
4715,2620,2025-01-01,Completed,PayPal
4716,2350,2025-06-20,Completed,PayPal
4717,4365,2024-03-11,Completed,Bank Transfer
4718,4720,2024-01-28,Completed,Card
4719,2673,2025-01-27,Cancelled,Card
4720,819,2025-06-06,Completed,PayPal
4721,2678,2024-12-14,Completed,PayPal
4722,548,2024-04-27,Returned,Card
4723,4433,2025-01-14,Completed,PayPal
4724,359,2024-07-26,Cancelled,Card
4725,3362,2025-02-26,Completed,Card
4726,1925,2024-04-02,Completed,Card
4727,4912,2024-05-20,Completed,Card
4728,4456,2024-12-20,Completed,PayPal
4729,4443,2025-06-06,Completed,Card
4730,4648,2024-03-09,Completed,Card
4731,2702,2025-08-04,Completed,Card
4732,1931,2025-11-27,Completed,PayPal
4733,422,2024-05-03,Completed,PayPal
4734,336,2025-02-22,Completed,PayPal
4735,1527,2025-06-06,Completed,PayPal
4736,57,2025-11-08,Completed,Card
4737,3951,2025-08-25,Completed,Card
4738,3148,2024-12-06,Completed,Card
4739,3538,2024-10-31,Completed,PayPal
4740,722,2024-06-05,Completed,Card
4741,4078,2024-03-28,Completed,Card
4742,386,2024-08-15,Completed,Card
4743,2818,2024-12-30,Cancelled,PayPal
4744,2888,2025-10-07,Completed,Card
4745,2720,2024-09-22,Completed,Bank Transfer
4746,260,2024-03-24,Cancelled,Card
4747,4489,2024-07-30,Completed,Card
4748,600,2024-08-05,Completed,Card
4749,3256,2024-05-30,Completed,PayPal
4750,1040,2025-11-16,Completed,Card
4751,4049,2024-05-19,Completed,PayPal
4752,756,2024-02-24,Completed,Card
4753,3578,2024-05-20,Completed,PayPal
4754,3158,2024-03-14,Completed,Bank Transfer
4755,2759,2024-05-14,Completed,Card
4756,477,2025-10-03,Completed,PayPal
4757,1600,2024-01-26,Returned,Card
4758,2360,2025-05-02,Completed,Card
4759,1262,2025-03-10,Cancelled,Card
4760,1583,2025-08-03,Completed,Card
4761,2839,2024-03-02,Completed,PayPal
4762,4826,2024-07-18,Completed,PayPal
4763,3571,2025-05-04,Completed,Card
4764,1499,2025-05-07,Completed,Card
4765,749,2025-11-09,Completed,Card
4766,4812,2025-04-12,Completed,Card
4767,2387,2024-04-25,Completed,Card
4768,531,2025-01-05,Completed,PayPal
4769,4788,2025-10-12,Completed,PayPal
4770,2210,2024-08-19,Completed,Card
4771,4064,2025-03-23,Completed,PayPal
4772,3869,2024-08-01,Completed,Card
4773,1109,2024-07-26,Completed,Card
4774,490,2024-04-11,Completed,Card
4775,5,2024-01-10,Completed,Card
4776,76,2025-04-17,Completed,PayPal
4777,2729,2024-05-02,Completed,Card
4778,473,2024-01-04,Completed,PayPal
4779,3210,2025-04-11,Completed,Card
4780,1382,2024-09-15,Completed,Card
4781,838,2025-12-21,Completed,PayPal
4782,603,2024-10-13,Completed,Card
4783,1187,2024-01-31,Completed,Bank Transfer
4784,1482,2025-11-18,Completed,PayPal
4785,3273,2025-06-04,Completed,Card
4786,232,2025-12-16,Completed,PayPal
4787,328,2025-09-11,Completed,Bank Transfer
4788,950,2024-05-03,Completed,Card
4789,1887,2024-05-09,Completed,PayPal
4790,4096,2025-05-30,Completed,Bank Transfer
4791,2298,2025-04-24,Completed,Card
4792,1308,2025-06-25,Completed,Card
4793,198,2024-03-17,Completed,PayPal
4794,4512,2024-07-01,Completed,Bank Transfer
4795,2780,2024-12-31,Cancelled,PayPal
4796,3337,2024-10-18,Completed,Card
4797,1339,2025-12-14,Completed,Card
4798,1692,2025-01-23,Completed,Bank Transfer
4799,216,2024-06-05,Completed,Card
4800,1650,2024-04-09,Returned,Card
4801,2863,2025-09-25,Completed,Card
4802,610,2024-04-19,Completed,Card
4803,2559,2025-11-09,Completed,Card
4804,918,2025-10-03,Completed,Card
4805,4253,2024-09-26,Completed,Card
4806,162,2024-05-17,Completed,Card
4807,4138,2025-11-18,Completed,Bank Transfer
4808,2812,2024-03-04,Completed,Card
4809,3422,2025-10-04,Completed,PayPal
4810,4216,2025-05-21,Completed,PayPal
4811,1099,2025-11-30,Completed,PayPal
4812,2722,2024-12-15,Completed,PayPal
4813,2709,2024-05-26,Completed,Card
4814,123,2024-11-30,Cancelled,Card
4815,2701,2025-06-15,Completed,PayPal
4816,3254,2025-07-07,Completed,PayPal
4817,3062,2025-02-10,Completed,Card
4818,3962,2024-12-09,Completed,Card
4819,789,2025-10-13,Completed,Card
4820,257,2025-06-04,Completed,Card
4821,4026,2025-08-13,Completed,Bank Transfer
4822,3655,2025-10-21,Completed,Card
4823,3252,2025-12-05,Completed,Card
4824,3590,2024-05-15,Cancelled,PayPal
4825,4776,2024-02-08,Completed,Card
4826,608,2024-11-15,Completed,Card
4827,4427,2024-10-13,Completed,Card
4828,3928,2025-04-07,Completed,Card
4829,2153,2025-10-23,Completed,Card
4830,547,2024-12-17,Completed,PayPal
4831,4889,2024-01-05,Completed,Bank Transfer
4832,1905,2024-08-23,Completed,Card
4833,1683,2024-08-23,Completed,PayPal
4834,489,2025-05-15,Completed,Card
4835,1823,2024-04-14,Completed,Card
4836,3122,2024-07-25,Completed,Card
4837,3775,2024-08-26,Completed,PayPal
4838,3073,2024-02-21,Completed,Card
4839,3453,2024-04-17,Completed,Card
4840,650,2024-12-22,Completed,Bank Transfer
4841,648,2024-02-02,Completed,Card
4842,381,2024-01-22,Completed,Card
4843,2067,2024-11-02,Completed,Card
4844,1864,2024-01-11,Completed,PayPal
4845,2291,2025-09-30,Completed,Bank Transfer
4846,4225,2025-03-17,Completed,PayPal
4847,1200,2025-07-15,Returned,Card
4848,4505,2024-07-16,Cancelled,Card
4849,4888,2025-06-12,Completed,Card
4850,2991,2024-02-13,Completed,Card
4851,1108,2024-07-03,Completed,Card
4852,3448,2025-01-23,Completed,Card
4853,222,2025-07-04,Completed,Card
4854,1440,2025-05-21,Completed,Card
4855,618,2025-03-17,Completed,Card
4856,2571,2025-05-10,Completed,Card
4857,2756,2025-05-19,Completed,Card
4858,2791,2024-05-16,Completed,Bank Transfer
4859,3943,2024-10-05,Completed,PayPal
4860,3310,2024-06-12,Completed,Card
4861,4055,2025-06-26,Completed,Card
4862,225,2024-01-23,Cancelled,Card
4863,2242,2025-12-11,Returned,Card
4864,4153,2025-05-21,Completed,Card
4865,3697,2025-11-16,Completed,PayPal
4866,3351,2025-05-24,Completed,Card
